VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
1998,1947,Shankar,17,1,0
1999,1948,Nirmala Bhat,73,2,0
2000,1949,Sunil,35,1,0
2001,1951,Naveen Iyer,1,1,0
2002,1952,Nirmala,50,2,0
2003,1953,Raju Shetty,58,1,0
2004,1954,Divya,21,2,0
2005,1955,Iqbal Rao,58,1,0
2006,1956,Meena Reddy,76,2,0
2007,1957,Sarala,61,2,0
2008,1958,Karthik Hegde,54,1,0
2009,1959,Swathi Gowda,78,2,0
2010,1961,Vinod,34,1,0
2011,1962,Sheela,44,2,0
2012,1964,Jyothi Iyer,27,2,0
2013,1965,Ramesh,31,1,0
2014,1966,Usha Desai,40,2,0
2015,1967,Naveen,28,1,0
2016,1968,Girish Urs,29,1,0
2017,1969,Manjula Patil,44,2,0
2018,1971,Bhavani Shetty,34,2,0
2019,1972,Basavaraj Urs,46,1,0
2020,1973,Bhavani Hegde,17,2,0
2021,1974,Sunil Iyer,30,1,0
2022,1974,Radha,12,2,0
2023,1975,Nagaraj,41,1,0
2024,1976,Sheela,54,2,0
2025,1977,Manoj,25,1,0
2026,1978,Harish Reddy,30,1,0
2027,1978,Vinod Nayak,53,1,0
2028,1979,Vinod,21,1,0
2029,1980,Anitha,43,2,0
2030,1982,Chaitra Rao,14,2,1
2031,1983,Nandini Kulkarni,47,2,0
2032,1985,Divya Kumar,42,2,0
2033,1986,Basavaraj Hegde,46,1,0
2034,1987,Chandru,59,1,0
2035,1987,Rekha Naik,61,2,1
2036,1987,Manjunath Hegde,39,1,0
2037,1987,Kiran,27,1,0
2038,1988,Lakshmi Kumar,27,2,0
2039,1988,Mahesh Gowda,69,1,0
2040,1989,Anand,37,1,0
2041,1990,Priya,45,2,0
2042,1991,Sowmya,16,2,0
2043,1992,Rekha Nayak,17,2,0
2044,1993,Harish Rao,60,1,0
2045,1993,Iqbal Patil,20,1,0
2046,1994,Meena Nayak,60,2,0
2047,1995,Selvam Iyer,47,1,0
2048,1996,Manjunath Naidu,40,1,0
2049,1997,Chandru,43,1,0
2050,1998,Naveen Nayak,27,1,0
2051,1999,Anthony Poojari,22,1,0
2052,2000,Harish,79,1,0
2053,2001,Arjun,13,1,0
2054,2002,Rekha,19,2,0
2055,2003,Girish,49,1,0
2056,2004,Bhavani,39,2,0
2057,2005,Manoj Naik,80,1,0
2058,2006,Prakash,63,1,0
2059,2007,Rekha Achar,40,2,0
2060,2008,Vijay,60,1,0
2061,2009,Joseph Iyer,41,1,0
2062,2010,Ramesh,52,1,0
2063,2010,Naveen Kulkarni,54,1,0
2064,2012,Rafiq Desai,86,1,0
2065,2013,Girish Achar,71,1,0
2066,2014,Mahesh,14,1,0
2067,2014,Bhavani Kumar,79,2,0
2068,2015,Selvam,37,1,0
2069,2016,Selvam Nayak,64,1,0
2070,2017,Manoj,35,1,0
2071,2018,Santosh Prasad,42,1,0
2072,2023,Kavitha Setty,43,2,0
2073,2024,Ayesha Poojari,43,2,0
2074,2026,Raju Gowda,67,1,0
2075,2027,Lakshmi Nayak,24,2,0
2076,2028,Fathima Reddy,22,2,0
2077,2030,Ganesh Rai,43,1,0
2078,2031,Anitha Bhat,18,2,0
2079,2032,Ravi,38,1,0
2080,2032,Mahesh Naik,49,1,0
2081,2033,Shankar Reddy,30,1,0
2082,2033,Latha,23,2,0
2083,2034,Prakash,53,1,0
2084,2035,Anitha Rao,35,2,0
2085,2036,Vani,78,2,0
2086,2036,Usha Poojari,67,2,0
2087,2037,Anthony Urs,74,1,0
2088,2037,Yogesh Bhat,66,1,0
2089,2038,Chaitra Poojari,45,2,0
2090,2039,Nagaraj Kumar,64,1,0
2091,2039,Priya,24,2,0
2092,2039,Vijay,54,1,0
2093,2039,Prema,17,2,0
2094,2041,Joseph Desai,44,1,0
2095,2042,Rashmi,4,2,0
2096,2043,Manjunath Achar,18,1,0
2097,2044,Raju Gowda,66,1,0
2098,2045,Latha Hegde,43,2,0
2099,2047,Prakash,30,1,0
2100,2047,Santosh,48,1,0
2101,2047,Joseph,30,1,0
2102,2047,Fathima Poojari,18,2,0
2103,2047,Nagaraj,36,1,0
2104,2047,Naveen,40,1,0
2105,2048,Lakshmi,25,2,0
2106,2049,Rohit Rai,67,1,0
2107,2050,Swathi,39,2,0
2108,2051,Girish Rai,33,1,0
2109,2051,Harish Bhat,36,1,0
2110,2052,Manoj,79,1,0
2111,2053,Girish,76,1,0
2112,2054,Bhavani Shetty,28,2,0
2113,2055,Yogesh Patil,65,1,0
2114,2056,Savitri Hegde,42,2,0
2115,2056,Rashmi,35,2,0
2116,2059,Lakshmi Kumar,30,2,0
2117,2061,Manoj,37,1,0
2118,2062,Vijay Achar,43,1,0
2119,2063,Imran,69,1,0
2120,2063,Manjula Prasad,51,2,0
2121,2064,Yogesh,28,1,0
2122,2065,Vinod,46,1,0
2123,2066,Usha Shetty,23,2,0
2124,2067,Srinivas Urs,52,1,0
2125,2069,Meena,62,2,0
2126,2069,Kamala Gowda,37,2,0
2127,2070,Fathima Prasad,59,2,0
2128,2071,Ashok,25,1,0
2129,2073,Shanthi Kumar,36,2,0
2130,2075,Anitha,33,2,0
2131,2076,Kiran Poojari,53,1,0
2132,2076,Priya Nayak,60,2,0
2133,2077,Prema,32,2,0
2134,2078,Nagaraj Urs,49,1,0
2135,2081,Basavaraj,35,1,0
2136,2082,Kavitha Bhat,21,2,0
2137,2083,Rashmi Setty,19,2,0
2138,2084,Raju Kulkarni,55,1,0
2139,2085,Sudha Naik,42,2,0
2140,2086,Girija Urs,45,2,0
2141,2087,Priya,73,2,0
2142,2088,Swathi Reddy,45,2,0
2143,2089,Swathi,64,2,0
2144,2090,Manjula Kumar,45,2,0
2145,2092,Girish Setty,16,1,0
2146,2093,Imran Desai,35,1,0
2147,2094,Rafiq Desai,36,1,0
2148,2095,Mahesh,33,1,0
2149,2097,Prakash,20,1,0
2150,2097,Karthik,44,1,0
2151,2098,Lakshmi Achar,51,2,0
2152,2099,Anand,71,1,0
2153,2102,Karthik Nayak,16,1,0
2154,2102,Vinod,8,1,0
2155,2103,Rafiq,35,1,0
2156,2107,Kiran Reddy,50,1,0
2157,2108,Mahesh,50,1,0
2158,2109,Ayesha,25,2,0
2159,2111,Manjula,20,2,0
2160,2112,Suresh Bhat,25,1,0
2161,2113,Swathi Naik,42,2,0
2162,2114,Manoj Shetty,45,1,0
2163,2115,Vinod Rai,74,1,0
2164,2115,Nandini,68,2,0
2165,2116,Srinivas Bhat,52,1,0
2166,2117,Rekha Naidu,19,2,0
2167,2118,Ganesh Achar,38,1,0
2168,2119,Kavitha Naik,47,2,0
2169,2120,Srinivas Hegde,43,1,0
2170,2121,Kavitha,36,2,0
2171,2122,Rafiq Rai,75,1,0
2172,2123,Divya Nayak,13,2,0
2173,2124,Girish,21,1,0
2174,2124,Rashmi Kulkarni,56,2,0
2175,2124,Rafiq,43,1,0
2176,2124,Mahesh Shetty,43,1,0
2177,2124,Chandru Achar,55,1,0
2178,2124,Iqbal Kumar,48,1,0
2179,2126,Santosh,73,1,0
2180,2127,Rashmi Rai,9,2,0
2181,2127,Chandru,7,1,0
2182,2128,Deepak Shetty,20,1,0
2183,2129,Sarala Achar,31,2,0
2184,2129,Usha Achar,48,2,0
2185,2129,Rekha,61,2,0
2186,2130,Fathima Bhat,42,2,0
2187,2131,Jyothi,34,2,0
2188,2132,Radha,44,2,1
2189,2133,Selvam Prasad,20,1,0
2190,2133,Joseph,42,1,0
2191,2134,Priya,69,2,0
2192,2135,Roopa,36,2,0
2193,2137,Anthony Prasad,59,1,0
2194,2138,Ravi,7,3,0
2195,2139,Geetha Naidu,31,2,0
2196,2140,Priya Kumar,37,2,0
2197,2141,Chandru Nayak,32,1,0
2198,2142,Imran Kumar,77,1,0
2199,2143,Selvam,38,1,0
2200,2143,Kavitha Reddy,63,2,0
2201,2143,Joseph,64,1,0
2202,2143,Ramesh Bhat,59,1,0
2203,2144,Sowmya Naik,16,2,0
2204,2145,Bhavani,51,2,0
2205,2146,Sowmya Desai,41,2,0
2206,2146,Latha Patil,71,2,0
2207,2147,Shankar Naik,35,1,0
2208,2148,Roopa Shetty,70,2,0
2209,2151,Divya Prasad,15,2,0
2210,2152,Harish Hegde,61,1,0
2211,2153,Chandru,12,1,0
2212,2154,Prakash Shetty,44,1,0
2213,2155,Mary,50,2,0
2214,2156,Usha Kulkarni,65,2,0
2215,2156,Muthu Iyer,37,1,0
2216,2157,Yogesh,25,1,0
2217,2159,Anthony Reddy,31,1,0
2218,2159,Karthik,41,1,0
2219,2159,Santosh Gowda,30,1,0
2220,2159,Basavaraj,53,1,0
2221,2159,Sunil,58,1,0
2222,2160,Rashmi,74,2,0
2223,2161,Harish,36,1,0
2224,2162,Deepa,46,2,0
2225,2163,Nirmala,13,2,0
2226,2164,Yogesh Gowda,52,1,0
2227,2165,Anthony Rai,6,1,0
2228,2166,Radha,39,2,0
2229,2167,Shankar,62,1,0
2230,2169,Ravi Nayak,39,1,0
2231,2170,Suresh,45,1,0
2232,2171,Latha Hegde,41,2,0
2233,2173,Girija Gowda,39,2,0
2234,2174,Girish Shetty,44,1,0
2235,2174,Imran Gowda,55,1,0
2236,2176,Selvam Urs,65,1,0
2237,2177,Usha Achar,47,2,0
2238,2178,Yogesh,14,1,0
2239,2179,Chaitra Naik,56,2,0
2240,2180,Harish Naik,12,1,0
2241,2181,Ravi Naidu,68,1,0
2242,2182,Priya Hegde,29,2,0
2243,2183,Harish Urs,37,1,0
2244,2186,Anand,42,1,0
2245,2187,Suresh Hegde,20,1,0
2246,2188,Shankar Naidu,20,1,0
2247,2188,Roopa Desai,21,2,0
2248,2188,Muthu Iyer,21,1,0
2249,2188,Ashok Rai,63,1,0
2250,2188,Manjunath Hegde,40,1,0
2251,2188,Divya Patil,40,2,0
2252,2189,Fathima Kulkarni,22,2,0
2253,2190,Roopa Setty,9,2,0
2254,2191,Kavitha,34,2,0
2255,2192,Selvam,24,1,0
2256,2194,Vijay Setty,37,1,0
2257,2195,Manjunath,67,1,0
2258,2196,Savitri Naik,47,2,0
2259,2197,Roopa Shetty,47,2,0
2260,2197,Ganesh Hegde,41,1,0
2261,2200,Chandru,45,1,0
2262,2201,Roopa Patil,29,2,0
2263,2202,Iqbal,59,1,0
2264,2203,Imran,28,1,0
2265,2204,Harish,52,1,0
2266,2205,Radha Setty,57,2,0
2267,2206,Basavaraj,37,1,0
2268,2207,Sarala,22,2,0
2269,2209,Manjula,30,2,0
2270,2210,Kiran Achar,90,1,0
2271,2211,Shanthi Urs,33,2,0
2272,2212,Anitha Poojari,35,2,0
2273,2213,Lakshmi Nayak,47,2,0
2274,2214,Usha Naidu,25,2,0
2275,2215,Anthony Iyer,42,1,0
2276,2216,Rafiq,58,1,0
2277,2216,Arjun,65,1,0
2278,2216,Nandini,49,2,0
2279,2216,Geetha Setty,51,2,0
2280,2216,Sunil Urs,62,1,0
2281,2217,Rafiq Rai,13,1,0
2282,2218,Iqbal Bhat,59,1,0
2283,2218,Anthony,52,1,0
2284,2218,Nandini Prasad,19,2,0
2285,2218,Ashok,18,1,0
2286,2218,Ramesh,56,1,0
2287,2219,Basavaraj Kulkarni,50,1,0
2288,2220,Raju Iyer,59,1,0
2289,2221,Rekha,7,2,0
2290,2222,Nirmala Bhat,59,2,0
2291,2223,Bhavani,52,2,0
2292,2223,Fathima Desai,34,2,0
2293,2223,Chandru,49,1,0
2294,2224,Ravi Kulkarni,45,1,0
2295,2227,Bhavani,16,2,0
2296,2229,Anand,5,1,0
2297,2230,Arjun,50,1,0
2298,2231,Arjun,23,1,0
2299,2232,Prakash,42,1,1
2300,2233,Prakash Naidu,33,1,0
2301,2234,Naveen,68,1,0
2302,2235,Shobha Achar,62,2,0
2303,2236,Yogesh Desai,30,1,0
2304,2237,Santosh,51,1,0
2305,2238,Meena Rai,71,2,0
2306,2239,Lakshmi Kulkarni,43,2,0
2307,2240,Manjula Reddy,48,2,0
2308,2241,Kavitha,64,2,0
2309,2241,Priya Gowda,21,2,0
2310,2242,Sowmya Kulkarni,38,2,0
2311,2243,Chaitra Patil,49,2,0
2312,2245,Joseph Naik,30,1,0
2313,2246,Raju Naidu,62,1,0
2314,2247,Ashok,62,1,0
2315,2249,Deepak Nayak,36,1,0
2316,2250,Kamala,69,2,0
2317,2251,Ravi Reddy,26,1,0
2318,2252,Roopa Poojari,80,2,0
2319,2253,Jyothi,39,2,0
2320,2256,Manjula,67,2,0
2321,2257,Nandini Rao,29,2,0
2322,2257,Fathima Patil,52,2,0
2323,2258,Meena Bhat,68,2,0
2324,2259,Chaitra,28,2,0
2325,2260,Bhavani Iyer,17,2,0
2326,2262,Nandini,29,2,0
2327,2263,Radha,20,2,0
2328,2264,Prema Hegde,42,2,0
2329,2264,Rohit Achar,20,1,0
2330,2264,Basavaraj,46,1,0
2331,2264,Ramesh Hegde,41,1,0
2332,2265,Roopa,34,2,0
2333,2266,Iqbal,67,1,0
2334,2267,Ravi,50,1,0
2335,2268,Ashok,46,1,0
2336,2269,Kiran Rai,6,1,1
2337,2270,Vijay,50,1,0
2338,2272,Sheela Nayak,54,2,0
2339,2273,Shobha,78,2,0
2340,2274,Harish Kumar,62,1,0
2341,2275,Ayesha Naidu,34,2,0
2342,2276,Swathi Rao,51,2,0
2343,2277,Priya,56,2,0
2344,2278,Arjun,68,1,0
2345,2279,Muthu Desai,67,1,0
2346,2281,Manjunath Urs,41,1,0
2347,2281,Nagaraj,70,1,0
2348,2281,Manoj,70,1,0
2349,2282,Manjunath Poojari,65,1,0
2350,2284,Swathi Gowda,75,2,0
2351,2285,Latha Poojari,73,2,0
2352,2286,Santosh Patil,40,1,0
2353,2287,Nirmala,65,2,0
2354,2288,Imran,7,1,0
2355,2289,Anthony,35,1,1
2356,2290,Kiran,58,1,0
2357,2292,Roopa Achar,41,2,0
2358,2293,Sowmya,41,2,0
2359,2294,Shankar Kulkarni,18,1,0
2360,2295,Vijay Shetty,38,1,0
2361,2296,Ramesh Hegde,66,1,0
2362,2297,Anitha,56,2,0
2363,2298,Usha,27,2,0
2364,2299,Vijay,28,1,0
2365,2300,Shanthi Kumar,29,2,0
2366,2300,Ramesh,48,1,0
2367,2300,Roopa Rai,61,2,0
2368,2301,Mary,17,2,0
2369,2302,Arjun Bhat,25,1,0
2370,2302,Prakash Poojari,24,1,0
2371,2303,Anthony Setty,38,1,0
2372,2304,Joseph Rao,11,1,0
2373,2305,Nagaraj,45,1,0
2374,2306,Anthony Gowda,27,1,0
2375,2307,Sudha,39,2,0
2376,2307,Vinod,55,1,0
2377,2309,Nirmala,24,2,0
2378,2309,Usha,18,2,0
2379,2309,Sunil Rai,46,1,0
2380,2310,Rohit Rao,54,1,0
2381,2311,Nandini Prasad,48,2,0
2382,2313,Deepak Prasad,50,1,0
2383,2314,Shanthi Naik,70,2,0
2384,2319,Sowmya Naik,66,2,0
2385,2320,Geetha Rao,71,2,0
2386,2321,Rohit,13,1,0
2387,2321,Sarala Naidu,13,2,0
2388,2322,Nagaraj,26,1,0
2389,2323,Sheela,24,2,0
2390,2324,Meena Reddy,42,2,0
2391,2325,Kavitha Kulkarni,39,2,0
2392,2326,Nandini Naidu,20,2,0
2393,2327,Jyothi Nayak,46,2,0
2394,2328,Bhavani Rai,34,2,0
2395,2328,Iqbal,62,1,0
2396,2328,Pallavi Urs,47,2,0
2397,2328,Kiran,52,1,0
2398,2328,Prema Rai,30,2,0
2399,2328,Anthony Naik,37,1,0
2400,2329,Divya,29,2,0
2401,2330,Yogesh Kumar,25,1,0
2402,2330,Naveen Shetty,52,1,0
2403,2331,Usha,51,2,0
2404,2332,Raju,5,1,0
2405,2335,Karthik Achar,54,1,0
2406,2336,Jyothi,32,2,0
2407,2337,Raju,11,1,0
2408,2337,Srinivas Desai,24,1,0
2409,2338,Roopa,64,2,0
2410,2338,Rohit Naik,47,1,0
2411,2339,Ayesha Desai,52,2,0
2412,2341,Harish Achar,44,1,0
2413,2342,Manoj,73,1,0
2414,2343,Nagaraj,34,1,0
2415,2343,Suresh,56,1,0
2416,2344,Kiran,55,1,0
2417,2345,Prakash Desai,66,1,0
2418,2345,Rekha Naik,32,2,0
2419,2345,Selvam Nayak,24,1,0
2420,2345,Ravi,54,1,0
2421,2346,Anand,74,1,0
2422,2347,Kiran,65,1,0
2423,2348,Pallavi Rai,43,2,0
2424,2349,Thomas,20,1,0
2425,2350,Sowmya Nayak,29,2,0
2426,2351,Manoj Patil,63,1,0
2427,2351,Ganesh,65,1,0
2428,2351,Anthony,51,1,0
2429,2352,Thomas,29,1,0
2430,2353,Sheela,24,2,0
2431,2354,Sudha Achar,26,2,0
2432,2355,Nirmala,32,2,0
2433,2356,Arjun Rai,23,1,0
2434,2357,Manoj Nayak,71,1,0
2435,2359,Roopa,19,2,0
2436,2359,Geetha Rai,36,2,0
2437,2361,Nirmala,52,2,0
2438,2362,Ashok Prasad,66,1,0
2439,2363,Nandini,41,2,0
2440,2365,Naveen,69,1,0
2441,2367,Vani Hegde,58,2,0
2442,2368,Muthu Naidu,43,1,0
2443,2369,Kamala Kumar,13,2,0
2444,2370,Deepak Patil,63,1,0
2445,2370,Kiran,53,1,0
2446,2370,Yogesh Iyer,58,1,0
2447,2371,Ramesh Naidu,65,1,0
2448,2373,Rohit,67,1,0
2449,2374,Raju Kumar,25,1,0
2450,2375,Deepak Kumar,52,1,0
2451,2376,Chaitra,33,2,0
2452,2377,Imran,22,1,0
2453,2377,Deepak Hegde,54,1,0
2454,2377,Iqbal Urs,48,1,0
2455,2378,Rohit Bhat,29,1,0
2456,2378,Ashok Patil,36,1,0
2457,2378,Muthu Gowda,38,1,0
2458,2379,Raju Iyer,28,1,0
2459,2380,Suresh Urs,28,1,0
2460,2381,Rafiq,64,1,0
2461,2381,Sheela,55,2,0
2462,2381,Srinivas,23,1,0
2463,2382,Karthik Achar,48,1,0
2464,2383,Bhavani,71,2,0
2465,2384,Prakash,53,1,0
2466,2384,Lakshmi Urs,22,2,0
2467,2385,Girija,61,2,0
2468,2387,Iqbal Gowda,46,1,0
2469,2388,Nagaraj,13,1,0
2470,2389,Manjula,79,2,0
2471,2392,Yogesh Bhat,38,1,0
2472,2392,Manjunath,73,1,0
2473,2393,Deepak Urs,54,1,0
2474,2394,Karthik,36,1,0
2475,2396,Nagaraj Reddy,34,1,0
2476,2397,Roopa Prasad,30,2,0
2477,2399,Joseph,43,1,0
2478,2400,Prakash Naik,78,1,0
2479,2401,Anand Naidu,55,1,0
2480,2401,Manjunath,38,1,0
2481,2403,Basavaraj,82,1,0
2482,2405,Mary,7,2,0
2483,2406,Latha Rao,68,2,0
2484,2407,Prema Achar,54,2,0
2485,2410,Girija,41,2,0
2486,2411,Kavitha Reddy,30,2,0
2487,2412,Deepa,22,2,0
2488,2413,Fathima Naik,52,2,0
2489,2414,Kiran,74,1,0
2490,2415,Kiran,57,1,0
2491,2417,Manjula Shetty,61,2,0
2492,2419,Rafiq,22,1,0
2493,2420,Joseph Reddy,33,1,0
2494,2421,Yogesh,39,1,0
2495,2422,Rashmi,40,2,0
2496,2423,Basavaraj Naidu,10,1,0
2497,2424,Anthony,51,1,0
2498,2425,Geetha,30,2,0
2499,2429,Fathima,34,2,0
2500,2431,Nirmala Nayak,27,2,0
2501,2431,Sheela,35,2,0
2502,2431,Kiran Poojari,40,1,0
2503,2432,Raju,39,1,0
2504,2432,Ganesh Iyer,59,1,0
2505,2433,Ganesh,16,1,0
2506,2434,Vani Urs,47,2,0
2507,2435,Nandini,21,2,0
2508,2436,Nagaraj,79,1,0
2509,2436,Manjunath,32,1,0
2510,2437,Vinod Kulkarni,60,1,0
2511,2437,Naveen Hegde,22,1,0
2512,2439,Sowmya,43,2,0
2513,2441,Swathi,68,2,0
2514,2442,Vinod Achar,33,1,0
2515,2442,Girish,64,1,0
2516,2442,Yogesh,61,1,0
2517,2443,Srinivas Reddy,48,1,0
2518,2445,Pallavi Rai,43,2,0
2519,2446,Suresh Setty,24,1,0
2520,2447,Deepak Shetty,18,1,0
2521,2448,Ramesh,24,1,0
2522,2449,Manoj,61,1,0
2523,2450,Sudha Bhat,14,2,0
2524,2452,Sunil Naik,29,1,0
2525,2453,Radha Bhat,32,2,0
2526,2454,Anthony Desai,20,1,0
2527,2454,Ashok Achar,15,1,0
2528,2456,Imran Setty,24,1,0
2529,2457,Vinod,21,1,0
2530,2457,Manoj,43,1,0
2531,2459,Nandini,34,2,0
2532,2460,Ravi Patil,46,1,1
2533,2461,Latha Gowda,20,2,0
2534,2462,Mary Setty,32,2,0
2535,2463,Ganesh,20,1,0
2536,2464,Girija Setty,23,2,0
2537,2464,Srinivas Urs,37,1,0
2538,2464,Ravi,57,1,0
2539,2469,Roopa,70,2,0
2540,2469,Anitha Naidu,21,2,0
2541,2469,Imran Rao,40,1,0
2542,2471,Vijay Achar,15,1,0
2543,2473,Swathi,58,2,0
2544,2474,Raju,43,1,0
2545,2474,Sheela Reddy,24,2,0
2546,2474,Naveen,46,1,0
2547,2474,Harish,19,1,0
2548,2474,Girish,58,1,0
2549,2474,Vinod Hegde,29,1,0
2550,2475,Nandini,33,2,0
2551,2476,Prakash,26,1,0
2552,2477,Chandru Naik,41,1,0
2553,2477,Sunil Prasad,29,1,0
2554,2477,Sunil,64,1,0
2555,2477,Swathi Shetty,30,2,0
2556,2478,Basavaraj,31,1,0
2557,2480,Rashmi Kulkarni,74,2,0
2558,2482,Prema Desai,19,2,0
2559,2483,Girish Naidu,27,1,0
2560,2484,Manjunath Rao,50,1,0
2561,2486,Nandini,26,2,0
2562,2487,Usha,40,2,0
2563,2488,Imran Setty,52,1,0
2564,2489,Kamala,45,2,0
2565,2490,Vani Urs,31,2,0
2566,2490,Suresh Desai,21,1,0
2567,2490,Ramesh,57,1,0
2568,2491,Anitha Nayak,56,2,0
2569,2492,Selvam Naik,7,1,0
2570,2493,Meena,52,2,0
2571,2497,Shanthi,42,2,0
2572,2498,Vani Achar,68,2,0
2573,2499,Srinivas Bhat,56,1,0
2574,2500,Manoj Rao,78,1,0
2575,2502,Suresh Shetty,38,1,0
2576,2503,Sowmya Shetty,59,2,0
2577,2505,Mary,63,2,0
2578,2507,Ravi,70,1,0
2579,2508,Sudha Rai,21,2,0
2580,2509,Basavaraj,64,1,0
2581,2510,Kamala,25,2,0
2582,2511,Prema,22,2,0
2583,2512,Geetha,49,2,0
2584,2513,Ravi,44,1,0
2585,2514,Nagaraj Rao,47,1,0
2586,2515,Thomas Poojari,18,1,0
2587,2516,Sowmya Reddy,48,2,0
2588,2517,Roopa Kumar,73,2,0
2589,2518,Sunil,72,1,0
2590,2519,Ganesh,48,1,0
2591,2520,Ayesha,43,2,0
2592,2521,Girish Achar,14,1,0
2593,2521,Sheela Naidu,59,2,0
2594,2522,Rohit Iyer,52,1,0
2595,2522,Jyothi Iyer,18,2,0
2596,2522,Imran Shetty,49,1,0
2597,2522,Harish Nayak,46,1,0
2598,2522,Ayesha,45,2,0
2599,2523,Vijay,63,1,0
2600,2523,Srinivas Rai,32,1,0
2601,2523,Ramesh Rao,61,1,0
2602,2525,Ashok Setty,6,1,0
2603,2526,Anthony Bhat,52,1,0
2604,2527,Harish,68,1,0
2605,2529,Harish Achar,41,1,0
2606,2530,Anand Bhat,51,1,0
2607,2531,Roopa Prasad,21,2,0
2608,2532,Geetha,30,2,0
2609,2533,Deepa Kulkarni,71,2,0
2610,2534,Santosh Poojari,40,1,0
2611,2535,Girija Prasad,39,2,0
2612,2536,Roopa,42,2,0
2613,2538,Ramesh Reddy,46,1,0
2614,2539,Ashok,78,1,0
2615,2540,Rashmi Urs,31,2,0
2616,2542,Nandini Rai,38,2,0
2617,2543,Usha,26,2,0
2618,2544,Meena Naik,34,2,0
2619,2545,Manjunath,51,1,0
2620,2546,Lakshmi Naidu,15,2,0
2621,2548,Prakash Bhat,62,1,0
2622,2549,Geetha,34,2,0
2623,2550,Kamala,58,2,0
2624,2550,Naveen Nayak,46,1,0
2625,2551,Sarala,33,2,0
2626,2552,Anitha Kulkarni,37,2,0
2627,2553,Chandru,45,1,0
2628,2553,Vijay,64,1,0
2629,2553,Suresh,57,1,0
2630,2553,Manoj,30,1,0
2631,2554,Latha Kumar,37,2,0
2632,2555,Manoj Urs,67,1,0
2633,2557,Chandru,61,1,0
2634,2558,Ganesh,22,1,0
2635,2558,Chandru Shetty,71,1,0
2636,2558,Rafiq,22,1,0
2637,2559,Girija Setty,46,2,0
2638,2560,Sarala Reddy,58,2,0
2639,2561,Iqbal Shetty,11,1,0
2640,2562,Naveen,77,1,0
2641,2563,Harish,31,1,0
2642,2566,Iqbal,12,1,0
2643,2567,Santosh Naidu,42,1,0
2644,2568,Radha Nayak,33,2,0
2645,2570,Ramesh Setty,51,1,0
2646,2570,Roopa Naidu,49,2,0
2647,2571,Nagaraj,49,1,0
2648,2574,Manjunath,38,1,0
2649,2575,Manjula Nayak,26,2,0
2650,2576,Nandini,23,2,0
2651,2576,Sowmya,59,2,0
2652,2576,Naveen Naik,61,1,0
2653,2576,Harish Hegde,35,1,0
2654,2577,Chaitra Naik,72,2,0
2655,2578,Prakash,28,1,0
2656,2579,Manoj Rai,62,1,0
2657,2580,Selvam Setty,61,1,0
2658,2580,Manoj Bhat,74,1,0
2659,2581,Meena Achar,50,2,0
2660,2581,Rohit Patil,52,1,0
2661,2583,Rashmi Gowda,43,2,0
2662,2584,Ashok,24,1,0
2663,2586,Radha,48,2,0
2664,2586,Raju,41,1,1
2665,2586,Rohit,51,1,0
2666,2586,Thomas Urs,26,1,0
2667,2586,Ashok,57,1,0
2668,2587,Ravi Kulkarni,15,1,0
2669,2588,Kiran,73,1,0
2670,2588,Ramesh,21,1,0
2671,2590,Prema Prasad,19,2,0
2672,2591,Vani Kulkarni,19,2,0
2673,2595,Sowmya Urs,25,2,0
2674,2596,Yogesh,18,1,0
2675,2597,Vani Urs,43,2,0
2676,2598,Vani,36,2,1
2677,2600,Basavaraj,71,1,0
2678,2601,Sarala,28,2,0
2679,2601,Rashmi Reddy,34,2,0
2680,2601,Kamala Naidu,26,2,0
2681,2602,Prakash Reddy,50,1,0
2682,2603,Priya Naidu,15,2,0
2683,2605,Ganesh,33,1,0
2684,2606,Thomas Nayak,34,1,0
2685,2608,Priya,83,2,0
2686,2609,Srinivas,52,1,0
2687,2610,Manjula,26,2,0
2688,2610,Arjun Prasad,55,1,0
2689,2610,Imran Rao,39,1,0
2690,2611,Rekha,74,2,0
2691,2612,Selvam Naidu,22,1,0
2692,2612,Savitri,50,2,0
2693,2612,Sunil Rai,50,1,0
2694,2612,Girish,41,1,0
2695,2615,Girija Urs,45,2,0
2696,2616,Joseph,52,1,0
2697,2617,Rohit,52,1,0
2698,2618,Mahesh,38,1,0
2699,2619,Anand Naidu,58,1,0
2700,2622,Vijay,63,1,0
2701,2623,Sheela Iyer,61,2,0
2702,2624,Joseph Prasad,47,1,0
2703,2624,Imran Rao,56,1,0
2704,2626,Suresh,6,1,0
2705,2627,Rashmi Achar,26,2,0
2706,2628,Anthony Prasad,56,1,0
2707,2629,Kavitha Urs,36,2,0
2708,2630,Manjunath,67,1,0
2709,2631,Vani Kulkarni,49,2,0
2710,2632,Bhavani Iyer,25,2,0
2711,2632,Mahesh Setty,42,1,0
2712,2632,Ganesh Nayak,59,1,0
2713,2632,Manjunath Achar,51,1,0
2714,2633,Raju,43,1,0
2715,2634,Naveen,48,1,0
2716,2636,Nirmala,65,2,0
2717,2640,Rafiq Rao,50,1,0
2718,2641,Manjunath,74,1,0
2719,2642,Ramesh,53,1,0
2720,2643,Mahesh,47,1,0
2721,2645,Yogesh Setty,46,1,0
2722,2646,Jyothi Gowda,47,2,0
2723,2647,Ramesh,28,1,0
