AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
6667,4355,Prasad Iyer,20,1,A1
6668,4355,Geetha,54,2,A2
6669,4356,Imran,43,1,A1
6670,4356,Rafiq Shetty,31,1,A2
6671,4356,Altaf,57,1,A3
6672,4356,Salim Hegde,49,1,A4
6673,4356,Salim Naidu,60,1,A5
6674,4356,Yogesh Rao,39,1,A6
6675,4356,Ramesh Iyer,62,1,A7
6676,4356,Girish Kumar,55,1,A8
6677,4356,Sheela,24,2,A9
6678,4356,Pallavi Desai,48,2,A10
6679,4357,Suresh,64,1,A1
6680,4358,Ramesh,52,1,A1
6681,4359,Altaf Rai,59,1,A1
6682,4359,Divya,50,2,A2
6683,4360,Sagar Poojari,35,1,A1
6684,4361,Selvam Naidu,35,1,A1
6685,4363,Raghu Naik,59,1,A1
6686,4364,Anwar Urs,54,1,A1
6687,4364,Yogesh,23,1,A2
6688,4364,Prasad Setty,33,1,A3
6689,4365,Prakash Poojari,54,1,A1
6690,4365,Mahesh,36,1,A2
6691,4365,Shivu,35,1,A3
6692,4365,Harish Setty,33,1,A4
6693,4367,Naveen Sheikh,21,1,A1
6694,4367,Sagar Sheikh,21,1,A2
6695,4367,Manoj Urs,44,1,A3
6696,4367,Srinivas Naik,48,1,A4
6697,4367,Vijay,64,1,A5
6698,4368,Vani Naidu,41,2,A1
6699,4369,Arjun Kulkarni,20,1,A1
6700,4370,Dinesh Kumar,16,1,A1
6701,4370,Selvam,47,1,A2
6702,4370,Imran,29,1,A3
6703,4371,Anwar Hegde,63,1,A1
6704,4372,Farooq Setty,41,1,A1
6705,4373,Guru Setty,61,1,A1
6706,4374,Yogesh Naik,18,1,A1
6707,4374,Sunil Achar,19,1,A2
6708,4374,Rashmi Shetty,58,2,A3
6709,4375,Manjunath,18,1,A1
6710,4376,Meena,43,2,A1
6711,4376,Sarala Sheikh,48,2,A2
6712,4378,Vijay,16,1,A1
6713,4379,Vinod Achar,39,1,A1
6714,4379,Arjun Khan,37,1,A2
6715,4380,Altaf,32,1,A1
6716,4381,Arjun,32,1,A1
6717,4382,Anand Naidu,58,1,A1
6718,4383,Farooq,42,1,A1
6719,4384,Santosh,23,1,A1
6720,4385,Sandeep Rao,42,1,A1
6721,4386,Imran,29,1,A1
6722,4387,Raju Urs,29,1,A1
6723,4388,Vinod Setty,36,1,A1
6724,4390,Sunil Rao,29,1,A1
6725,4391,Muthu,33,1,A1
6726,4392,Prasad Setty,56,1,A1
6727,4393,Santosh Reddy,41,1,A1
6728,4394,Nasir Patil,16,1,A1
6729,4395,Prema,65,2,A1
6730,4395,Selvam,42,1,A2
6731,4395,Kamala Kumar,25,2,A3
6732,4395,Priya Prasad,34,2,A4
6733,4395,Girija,39,2,A5
6734,4395,Arjun,59,1,A6
6735,4396,Farooq Prasad,62,1,A1
6736,4398,Shabbir Rao,53,1,A1
6737,4399,Sandeep,47,1,A1
6738,4400,Farooq Patil,32,1,A1
6739,4401,Latha Rao,18,2,A1
6740,4402,Raju Gowda,49,1,A1
6741,4402,Srinivas Poojari,51,1,A2
6742,4402,Ajay,25,1,A3
6743,4403,Deepa Iyer,35,2,A1
6744,4404,Prakash Khan,46,1,A1
6745,4404,Anwar Kumar,31,1,A2
6746,4405,Ramesh,64,1,A1
6747,4406,Sunil Shetty,36,1,A1
6748,4407,Shivu,46,1,A1
6749,4407,Kiran Prasad,42,1,A2
6750,4408,Nasir Naik,59,1,A1
6751,4409,Vinod Patil,19,1,A1
6752,4410,Nandini,22,2,A1
6753,4411,Shabbir Rai,45,1,A1
6754,4414,Vinod Iyer,65,1,A1
6755,4415,Muthu Kumar,38,1,A1
6756,4416,Sagar Nayak,43,1,A1
6757,4417,Deepa,35,2,A1
6758,4418,Sunil Shetty,20,1,A1
6759,4418,Somu Naik,53,1,A2
6760,4418,Dinesh Hegde,45,1,A3
6761,4419,Harish,43,1,A1
6762,4420,Karthik Iyer,25,1,A1
6763,4420,Farooq Poojari,60,1,A2
6764,4420,Manjunath Desai,64,1,A3
6765,4421,Anand,41,1,A1
6766,4421,Srinivas,36,1,A2
6767,4421,Mary Setty,17,2,A3
6768,4421,Rekha Khan,63,2,A4
6769,4422,Mary Sheikh,28,2,A1
6770,4423,Vinod,28,1,A1
6771,4424,Girish,37,1,A1
6772,4425,Ravi Naidu,59,1,A1
6773,4426,Prakash,53,1,A1
6774,4428,Dinesh Kulkarni,37,1,A1
6775,4429,Prema Reddy,33,2,A1
6776,4430,Shankar Prasad,51,1,A1
6777,4431,Prakash Naik,39,1,A1
6778,4431,Sandeep,21,1,A2
6779,4432,Yusuf Poojari,52,1,A1
6780,4434,Iqbal Prasad,48,1,A1
6781,4435,Rekha,50,2,A1
6782,4435,Salim Urs,65,1,A2
6783,4436,Somu,26,1,A1
6784,4436,Guru,22,1,A2
6785,4436,Anitha Iyer,20,2,A3
6786,4437,Karthik Prasad,16,1,A1
6787,4438,Prema Rao,52,2,A1
6788,4439,Santosh,50,1,A1
6789,4439,Ashok Desai,60,1,A2
6790,4439,Ramesh Nayak,33,1,A3
6791,4439,Ashok Reddy,30,1,A4
6792,4439,Naveen Kumar,27,1,A5
6793,4441,Santosh Kumar,28,1,A1
6794,4441,Prakash,37,1,A2
6795,4441,Santosh Iyer,58,1,A3
6796,4441,Harish Bhat,21,1,A4
6797,4441,Shabbir,55,1,A5
6798,4441,Salim,47,1,A6
6799,4442,Kiran,23,1,A1
6800,4443,Karthik,43,1,A1
6801,4445,Jyothi Desai,27,2,A1
6802,4445,Manjunath Shetty,56,1,A2
6803,4445,Rafiq Patil,42,1,A3
6804,4446,Shabbir,39,1,A1
6805,4447,Anand Gowda,41,1,A1
6806,4448,Latha Shetty,22,2,A1
6807,4448,Dinesh Naidu,27,1,A2
6808,4449,Nasir Rai,43,1,A1
6809,4449,Yogesh,32,1,A2
6810,4449,Harish Poojari,29,1,A3
6811,4449,Ganesh,62,1,A4
6812,4450,Vinod Patil,21,1,A1
6813,4450,Manoj Shetty,33,1,A2
6814,4450,Anwar Kumar,29,1,A3
6815,4451,Ashok Nayak,42,1,A1
6816,4452,Prasad,44,1,A1
6817,4453,Anand Iyer,33,1,A1
6818,4453,Muthu Iyer,44,1,A2
6819,4454,Sunil,50,1,A1
6820,4456,Vishal,62,1,A1
6821,4457,Karthik,40,1,A1
6822,4457,Ravi,54,1,A2
6823,4458,Chandru Reddy,29,1,A1
6824,4458,Selvam,42,1,A2
6825,4458,Raju Bhat,54,1,A3
6826,4458,Anitha Achar,37,2,A4
6827,4458,Meena,54,2,A5
6828,4459,Shabbir,45,1,A1
6829,4460,Altaf,29,1,A1
6830,4461,Ramesh,52,1,A1
6831,4462,Anwar,27,1,A1
6832,4463,Basavaraj Desai,51,1,A1
6833,4463,Altaf Reddy,19,1,A2
6834,4463,Arjun Kulkarni,16,1,A3
6835,4463,Nasir,40,1,A4
6836,4463,Farooq Kumar,29,1,A5
6837,4464,Iqbal,36,1,A1
6838,4464,Rafiq,34,1,A2
6839,4464,Ramesh Patil,29,1,A3
6840,4464,Iqbal,30,1,A4
6841,4464,Kiran Setty,50,1,A5
6842,4464,Somu Prasad,29,1,A6
6843,4464,Harish,48,1,A7
6844,4464,Deepak Desai,59,1,A8
6845,4464,Farooq,45,1,A9
6846,4465,Ganesh Reddy,63,1,A1
6847,4466,Anwar Naidu,22,1,A1
6848,4467,Altaf Naidu,16,1,A1
6849,4468,Anand,45,1,A1
6850,4469,Manjunath Iyer,28,1,A1
6851,4470,Farooq Rao,34,1,A1
6852,4470,Iqbal Poojari,36,1,A2
6853,4471,Karthik,41,1,A1
6854,4472,Prasad,56,1,A1
6855,4473,Anitha,54,2,A1
6856,4473,Raghu,44,1,A2
6857,4474,Chandru Nayak,65,1,A1
6858,4476,Mahesh,36,1,A1
6859,4477,Anitha Kumar,60,2,A1
6860,4478,Manoj,20,1,A1
6861,4479,Naveen,29,1,A1
6862,4479,Manoj,55,1,A2
6863,4479,Savitri Desai,44,2,A3
6864,4479,Nasir Patil,61,1,A4
6865,4482,Dinesh,30,1,A1
6866,4482,Swathi,39,2,A2
6867,4482,Manoj Poojari,17,1,A3
6868,4483,Chaitra Setty,35,2,A1
6869,4483,Ashok Desai,56,1,A2
6870,4484,Ramesh Achar,59,1,A1
6871,4485,Sandeep Hegde,28,1,A1
6872,4485,Prakash,38,1,A2
6873,4487,Suresh,17,1,A1
6874,4488,Farooq Hegde,17,1,A1
6875,4490,Sagar Prasad,41,1,A1
6876,4492,Anwar Naik,56,1,A1
6877,4494,Manoj Prasad,29,1,A1
6878,4495,Iqbal,65,1,A1
6879,4495,Raju Shetty,30,1,A2
6880,4495,Nandini Hegde,35,2,A3
6881,4496,Ashok Rao,45,1,A1
6882,4498,Ashok,35,1,A1
6883,4499,Vishal,34,1,A1
6884,4500,Iqbal Shetty,54,1,A1
6885,4501,Nagaraj Desai,62,1,A1
6886,4502,Harish Setty,44,1,A1
6887,4502,Rukhsana Reddy,57,2,A2
6888,4503,Muthu Desai,42,1,A1
6889,4503,Shabbir,46,1,A2
6890,4505,Selvam,53,1,A1
6891,4507,Savitri,51,2,A1
6892,4508,Anitha Kulkarni,51,2,A1
6893,4508,Farheen,53,2,A2
6894,4509,Santosh Bhat,22,1,A1
6895,4510,Girish Prasad,47,1,A1
6896,4511,Salim,29,1,A1
6897,4511,Imran Sheikh,46,1,A2
6898,4512,Selvam,42,1,A1
6899,4513,Arjun Naidu,20,1,A1
6900,4514,Prasad Rao,29,1,A1
6901,4514,Sandeep,33,1,A2
6902,4514,Harish Rao,52,1,A3
6903,4514,Naveen Hegde,19,1,A4
6904,4514,Srinivas,56,1,A5
6905,4516,Sandeep Patil,64,1,A1
6906,4518,Suresh Naik,18,1,A1
6907,4519,Deepak Kulkarni,29,1,A1
6908,4519,Iqbal Kumar,38,1,A2
6909,4519,Radha Kumar,31,2,A3
6910,4519,Girish,37,1,A4
6911,4519,Ayesha Gowda,17,2,A5
6912,4521,Shankar,56,1,A1
6913,4522,Manoj,22,1,A1
6914,4524,Girija Prasad,22,2,A1
6915,4525,Pallavi,45,2,A1
6916,4525,Harish,41,1,A2
6917,4527,Girija Shetty,37,2,A1
6918,4527,Muthu,35,1,A2
6919,4529,Sagar,36,1,A1
6920,4531,Arjun,47,1,A1
6921,4532,Girija,39,2,A1
6922,4533,Suresh Khan,45,1,A1
6923,4533,Rafiq Hegde,28,1,A2
6924,4534,Chandru,53,1,A1
6925,4535,Manjunath,57,1,A1
6926,4535,Arjun Sheikh,48,1,A2
6927,4536,Karthik Khan,26,1,A1
6928,4537,Prasad Prasad,36,1,A1
6929,4538,Santosh Bhat,55,1,A1
6930,4538,Farheen Urs,52,2,A2
6931,4540,Ramesh,41,1,A1
6932,4541,Swathi,50,2,A1
6933,4542,Deepak Naidu,47,1,A1
6934,4542,Vinod,43,1,A2
6935,4543,Santosh,44,1,A1
6936,4544,Manjunath Naidu,18,1,A1
6937,4545,Girish Khan,47,1,A1
6938,4546,Raju Shetty,59,1,A1
6939,4547,Muthu Urs,54,1,A1
6940,4547,Sunil Khan,51,1,A2
6941,4547,Anwar,61,1,A3
6942,4548,Sunil,35,1,A1
6943,4549,Fathima Patil,57,2,A1
6944,4550,Manjunath Iyer,32,1,A1
6945,4550,Vinod Rao,17,1,A2
6946,4551,Harish Urs,37,1,A1
6947,4552,Selvam,25,1,A1
6948,4552,Vinod Prasad,30,1,A2
6949,4552,Arjun Urs,29,1,A3
6950,4552,Ashok Rai,52,1,A4
6951,4552,Kiran Achar,63,1,A5
6952,4552,Kiran,43,1,A6
6953,4552,Ashok Nayak,52,1,A7
6954,4553,Kamala Gowda,28,2,A1
6955,4553,Deepa Poojari,28,2,A2
6956,4554,Ganesh Patil,22,1,A1
6957,4555,Nasir,44,1,A1
6958,4556,Harish Sheikh,24,1,A1
6959,4556,Ganesh Reddy,32,1,A2
6960,4557,Prema,25,2,A1
6961,4557,Vijay Rao,44,1,A2
6962,4559,Anand Kumar,48,1,A1
6963,4559,Yusuf Poojari,49,1,A2
6964,4559,Yogesh,50,1,A3
6965,4560,Priya,58,2,A1
6966,4561,Rukhsana,21,2,A1
6967,4561,Altaf Naik,46,1,A2
6968,4561,Rafiq Kumar,43,1,A3
6969,4562,Shivu,24,1,A1
6970,4563,Manoj Naik,16,1,A1
6971,4563,Vijay,45,1,A2
6972,4564,Salim,45,1,A1
6973,4565,Nirmala Gowda,52,2,A1
6974,4565,Dinesh Naidu,28,1,A2
6975,4565,Shivu Prasad,30,1,A3
6976,4566,Raju Nayak,19,1,A1
6977,4568,Nagaraj Achar,55,1,A1
6978,4568,Yusuf Kulkarni,48,1,A2
6979,4569,Ravi,33,1,A1
6980,4570,Raju Prasad,23,1,A1
6981,4571,Naveen,18,1,A1
6982,4573,Divya Poojari,28,2,A1
6983,4575,Harish Kulkarni,59,1,A1
6984,4576,Yogesh,27,1,A1
6985,4577,Karthik Patil,53,1,A1
6986,4578,Girija,39,2,A1
6987,4578,Shivu Naidu,23,1,A2
6988,4579,Somu,32,1,A1
6989,4580,Shivu,19,1,A1
6990,4580,Salim,50,1,A2
6991,4580,Santosh,50,1,A3
6992,4580,Manoj Rao,28,1,A4
6993,4582,Santosh,22,1,A1
6994,4583,Iqbal Gowda,58,1,A1
6995,4583,Ravi Naidu,34,1,A2
6996,4584,Vijay Bhat,57,1,A1
6997,4584,Ramesh Rao,56,1,A2
6998,4585,Sudha,65,2,A1
6999,4586,Nirmala,38,2,A1
7000,4586,Farooq,60,1,A2
7001,4587,Shivu,25,1,A1
7002,4587,Sandeep,55,1,A2
7003,4587,Dinesh,23,1,A3
7004,4588,Ganesh Patil,26,1,A1
7005,4589,Girish,46,1,A1
7006,4590,Girish Khan,65,1,A1
7007,4591,Rashmi Khan,61,2,A1
7008,4591,Nagaraj,53,1,A2
7009,4592,Srinivas,32,1,A1
7010,4593,Guru Khan,22,1,A1
7011,4595,Kamala,26,2,A1
7012,4595,Deepak,43,1,A2
7013,4595,Anand Setty,28,1,A3
7014,4596,Vijay Reddy,31,1,A1
7015,4596,Altaf Hegde,43,1,A2
7016,4597,Divya Setty,27,2,A1
7017,4598,Yogesh Reddy,61,1,A1
7018,4599,Ashok Patil,25,1,A1
7019,4599,Yusuf Nayak,40,1,A2
7020,4599,Nirmala,38,2,A3
7021,4600,Rohit Gowda,40,1,A1
7022,4601,Anwar,16,1,A1
7023,4602,Chandru Rao,21,1,A1
7024,4603,Vishal Prasad,54,1,A1
7025,4604,Sandeep,50,1,A1
7026,4605,Karthik Setty,27,1,A1
7027,4606,Vijay,39,1,A1
7028,4607,Savitri Achar,26,2,A1
7029,4608,Meena,20,2,A1
7030,4609,Raju,48,1,A1
7031,4609,Manjunath Poojari,42,1,A2
7032,4609,Karthik Kumar,32,1,A3
7033,4609,Chandru Naik,22,1,A4
7034,4609,Chandru Nayak,48,1,A5
7035,4610,Nasir Sheikh,16,1,A1
7036,4611,Yusuf Gowda,37,1,A1
7037,4612,Savitri,55,2,A1
7038,4613,Prasad Patil,49,1,A1
7039,4614,Farooq,32,1,A1
7040,4615,Sagar Naidu,24,1,A1
7041,4615,Iqbal Naidu,62,1,A2
7042,4615,Raju,42,1,A3
7043,4616,Vishal Bhat,49,1,A1
7044,4618,Shabbir Prasad,59,1,A1
7045,4619,Mary Khan,20,2,A1
7046,4621,Prasad,35,1,A1
7047,4622,Ajay,45,1,A1
7048,4622,Kavitha,64,2,A2
7049,4625,Sunil,63,1,A1
7050,4626,Srinivas Bhat,42,1,A1
7051,4626,Rafiq Reddy,33,1,A2
7052,4627,Dinesh Setty,28,1,A1
7053,4628,Kiran Naidu,19,1,A1
7054,4630,Vani Bhat,19,2,A1
7055,4630,Guru Shetty,32,1,A2
7056,4631,Raghu,22,1,A1
7057,4634,Roopa Gowda,51,2,A1
7058,4635,Arjun,56,1,A1
7059,4636,Basavaraj,58,1,A1
7060,4636,Imran,37,1,A2
7061,4636,Girish Prasad,36,1,A3
7062,4636,Suresh Urs,33,1,A4
7063,4637,Chandru Naidu,42,1,A1
7064,4638,Ravi Bhat,31,1,A1
7065,4639,Kiran Rao,63,1,A1
7066,4639,Anwar,31,1,A2
7067,4640,Basavaraj Achar,24,1,A1
7068,4640,Nasir,18,1,A2
7069,4641,Muthu,17,1,A1
7070,4641,Arjun,50,1,A2
7071,4642,Imran,39,1,A1
7072,4643,Shivu Naik,54,1,A1
7073,4644,Shankar Iyer,54,1,A1
7074,4646,Chandru Patil,16,1,A1
7075,4647,Rekha,52,2,A1
7076,4647,Karthik,26,1,A2
7077,4647,Salim Iyer,31,1,A3
7078,4647,Iqbal Shetty,49,1,A4
7079,4648,Selvam Gowda,55,1,A1
7080,4648,Naveen Naik,32,1,A2
7081,4648,Srinivas Kulkarni,30,1,A3
7082,4648,Priya,39,2,A4
7083,4648,Kiran Shetty,43,1,A5
7084,4648,Ganesh,63,1,A6
7085,4650,Guru Naik,34,1,A1
7086,4650,Ajay,56,1,A2
7087,4650,Ajay Hegde,64,1,A3
7088,4650,Vijay,20,1,A4
7089,4650,Prasad Kumar,19,1,A5
7090,4650,Yusuf,40,1,A6
7091,4650,Raghu Setty,40,1,A7
7092,4651,Sunil,41,1,A1
7093,4653,Vishal Bhat,63,1,A1
7094,4654,Mahesh,42,1,A1
7095,4655,Mahesh,24,1,A1
7096,4657,Sandeep Naik,21,1,A1
7097,4658,Sandeep Setty,25,1,A1
7098,4659,Manoj Reddy,37,1,A1
7099,4660,Ramesh Desai,32,1,A1
7100,4660,Harish Desai,47,1,A2
7101,4662,Shivu Patil,51,1,A1
7102,4662,Shivu Desai,57,1,A2
7103,4663,Vishal Kulkarni,54,1,A1
7104,4663,Ajay,19,1,A2
7105,4663,Farooq,48,1,A3
7106,4663,Nasir Hegde,55,1,A4
7107,4663,Dinesh,49,1,A5
7108,4665,Harish Bhat,33,1,A1
7109,4666,Altaf Shetty,22,1,A1
7110,4667,Kavitha,23,2,A1
7111,4668,Sheela Iyer,43,2,A1
7112,4669,Shabbir Hegde,22,1,A1
7113,4670,Roopa Reddy,17,2,A1
7114,4671,Basavaraj Gowda,38,1,A1
7115,4671,Ramesh Reddy,65,1,A2
7116,4672,Deepak,20,1,A1
7117,4673,Santosh Gowda,36,1,A1
7118,4674,Ashok Sheikh,58,1,A1
7119,4675,Srinivas Kulkarni,39,1,A1
7120,4676,Muthu Kumar,18,1,A1
7121,4676,Vinod Shetty,21,1,A2
7122,4676,Girish Poojari,40,1,A3
7123,4676,Rukhsana,55,2,A4
7124,4676,Anand,20,1,A5
7125,4676,Girish Khan,34,1,A6
7126,4676,Altaf Hegde,20,1,A7
7127,4677,Mahesh,55,1,A1
7128,4677,Shivu,18,1,A2
7129,4678,Muthu Shetty,58,1,A1
7130,4679,Ganesh,47,1,A1
7131,4683,Altaf Urs,59,1,A1
7132,4683,Sunil,31,1,A2
7133,4684,Shivu,59,1,A1
7134,4686,Vani Reddy,42,2,A1
7135,4686,Nandini,28,2,A2
7136,4687,Karthik Reddy,27,1,A1
7137,4687,Somu Naidu,19,1,A2
7138,4687,Radha Naidu,38,2,A3
7139,4687,Raju Rao,43,1,A4
7140,4687,Manoj,32,1,A5
7141,4687,Shabbir Rai,44,1,A6
7142,4687,Basavaraj Iyer,36,1,A7
7143,4687,Sagar Kulkarni,43,1,A8
7144,4688,Bhavani Khan,48,2,A1
7145,4689,Nagaraj Gowda,18,1,A1
7146,4689,Somu Desai,26,1,A2
7147,4689,Chandru,22,1,A3
7148,4689,Muthu,65,1,A4
7149,4689,Karthik,31,1,A5
7150,4691,Arjun Iyer,64,1,A1
7151,4692,Kiran,46,1,A1
7152,4693,Sagar Khan,27,1,A1
7153,4693,Nasir Kumar,37,1,A2
7154,4693,Farooq Khan,31,1,A3
7155,4694,Santosh Desai,18,1,A1
7156,4694,Basavaraj,23,1,A2
7157,4695,Rukhsana Gowda,26,2,A1
7158,4696,Santosh Urs,48,1,A1
7159,4697,Usha,59,2,A1
7160,4698,Nasir,32,1,A1
7161,4698,Lakshmi,50,2,A2
7162,4698,Nagaraj,53,1,A3
7163,4699,Shankar Naik,21,1,A1
7164,4700,Salim,48,1,A1
7165,4701,Prakash,57,1,A1
7166,4701,Vishal,23,1,A2
7167,4701,Mahesh Nayak,24,1,A3
7168,4701,Fathima Rao,44,2,A4
7169,4701,Ajay Gowda,16,1,A5
7170,4701,Vijay Rao,55,1,A6
7171,4701,Basavaraj,42,1,A7
7172,4702,Ravi,58,1,A1
7173,4703,Srinivas Gowda,41,1,A1
7174,4703,Vijay Kumar,40,1,A2
7175,4703,Sarala,41,2,A3
7176,4703,Vinod Bhat,18,1,A4
7177,4703,Yusuf Urs,62,1,A5
7178,4704,Harish Sheikh,36,1,A1
7179,4705,Nagaraj Nayak,41,1,A1
7180,4706,Kiran,36,1,A1
7181,4706,Pallavi,27,2,A2
7182,4707,Nasir Prasad,23,1,A1
7183,4709,Farooq Kulkarni,21,1,A1
7184,4710,Shankar Setty,38,1,A1
7185,4712,Girish Hegde,36,1,A1
7186,4714,Mahesh,64,1,A1
7187,4717,Guru Bhat,49,1,A1
7188,4717,Vishal,21,1,A2
7189,4717,Yogesh Kulkarni,46,1,A3
7190,4717,Ajay,60,1,A4
7191,4718,Vijay,36,1,A1
7192,4720,Shankar,41,1,A1
7193,4721,Mahesh Naik,60,1,A1
7194,4722,Mary Achar,22,2,A1
7195,4722,Yusuf Kumar,57,1,A2
7196,4723,Vijay Rao,34,1,A1
7197,4723,Muthu Kulkarni,38,1,A2
7198,4724,Iqbal Shetty,49,1,A1
7199,4724,Suresh Kumar,36,1,A2
7200,4724,Imran Patil,38,1,A3
7201,4724,Rafiq,46,1,A4
7202,4724,Ashok,30,1,A5
7203,4725,Ajay Rai,43,1,A1
7204,4725,Santosh Setty,50,1,A2
7205,4725,Girish Sheikh,42,1,A3
7206,4725,Rekha Setty,47,2,A4
7207,4725,Manjunath,28,1,A5
7208,4726,Manjunath,51,1,A1
7209,4726,Arjun,57,1,A2
7210,4726,Ajay Hegde,41,1,A3
7211,4726,Rafiq,46,1,A4
7212,4726,Raju Prasad,62,1,A5
7213,4726,Rafiq Sheikh,48,1,A6
7214,4726,Arjun,39,1,A7
7215,4726,Rafiq Nayak,18,1,A8
7216,4726,Chandru,21,1,A9
7217,4726,Manoj Hegde,34,1,A10
7218,4729,Ramesh,44,1,A1
7219,4730,Anwar Patil,31,1,A1
7220,4731,Vishal,62,1,A1
7221,4732,Shankar Reddy,24,1,A1
7222,4732,Manjunath Rao,35,1,A2
7223,4732,Ganesh Desai,37,1,A3
7224,4732,Girish Achar,49,1,A4
7225,4732,Mahesh,64,1,A5
7226,4732,Altaf Nayak,44,1,A6
7227,4732,Kavitha Rao,59,2,A7
7228,4733,Ajay,24,1,A1
7229,4734,Girish,39,1,A1
7230,4734,Suresh Achar,30,1,A2
7231,4734,Ramesh Reddy,49,1,A3
7232,4734,Imran Achar,39,1,A4
7233,4735,Anwar Rai,21,1,A1
7234,4736,Vijay,18,1,A1
7235,4737,Anwar,61,1,A1
7236,4737,Shivu Bhat,48,1,A2
7237,4737,Ganesh Rao,60,1,A3
7238,4737,Anwar Achar,23,1,A4
7239,4737,Prema Patil,21,2,A5
7240,4737,Manoj Urs,43,1,A6
7241,4737,Santosh,16,1,A7
7242,4737,Anand Sheikh,43,1,A8
7243,4738,Sagar Kumar,59,1,A1
7244,4739,Shivu Urs,45,1,A1
7245,4740,Naveen Iyer,57,1,A1
7246,4741,Ramesh Iyer,31,1,A1
7247,4741,Ashok Iyer,16,1,A2
7248,4741,Salim Patil,56,1,A3
7249,4741,Srinivas Rai,29,1,A4
7250,4742,Nasir,63,1,A1
7251,4742,Raju,54,1,A2
7252,4743,Sagar,54,1,A1
7253,4744,Shanthi Kulkarni,51,2,A1
7254,4745,Sandeep,35,1,A1
7255,4746,Selvam Naik,44,1,A1
7256,4747,Sunil Achar,17,1,A1
7257,4748,Naveen Kulkarni,45,1,A1
7258,4749,Yusuf,57,1,A1
7259,4750,Ravi Bhat,61,1,A1
7260,4752,Yogesh Naik,54,1,A1
7261,4753,Shabbir Kumar,52,1,A1
7262,4753,Kiran Nayak,54,1,A2
7263,4754,Anand Khan,23,1,A1
7264,4754,Divya,17,2,A2
7265,4755,Shabbir Naik,41,1,A1
7266,4757,Ramesh,51,1,A1
7267,4758,Anwar Patil,22,1,A1
7268,4759,Deepak,50,1,A1
7269,4759,Somu Kulkarni,23,1,A2
7270,4760,Imran Kumar,40,1,A1
7271,4761,Muthu,36,1,A1
7272,4761,Prakash,29,1,A2
7273,4761,Kiran,19,1,A3
7274,4762,Manoj Patil,53,1,A1
7275,4764,Anand,22,1,A1
7276,4765,Somu,45,1,A1
7277,4766,Karthik,54,1,A1
7278,4766,Yusuf Prasad,36,1,A2
7279,4766,Shobha,36,2,A3
7280,4767,Basavaraj Iyer,49,1,A1
7281,4768,Manoj Hegde,21,1,A1
7282,4768,Suresh Bhat,17,1,A2
7283,4768,Ramesh,32,1,A3
7284,4768,Shanthi Gowda,49,2,A4
7285,4768,Manoj Prasad,26,1,A5
7286,4768,Dinesh,55,1,A6
7287,4769,Salim Hegde,30,1,A1
7288,4770,Sagar Prasad,63,1,A1
7289,4771,Vijay Achar,21,1,A1
7290,4771,Anand,23,1,A2
7291,4771,Nasir Achar,40,1,A3
7292,4772,Ajay,31,1,A1
7293,4772,Kiran Nayak,54,1,A2
7294,4772,Muthu,51,1,A3
7295,4773,Altaf Urs,18,1,A1
7296,4773,Salim,41,1,A2
7297,4773,Chaitra Hegde,19,2,A3
7298,4774,Altaf,48,1,A1
7299,4775,Sagar Urs,42,1,A1
7300,4776,Santosh Nayak,34,1,A1
7301,4776,Nagaraj,37,1,A2
7302,4777,Karthik,22,1,A1
7303,4778,Mahesh,28,1,A1
7304,4778,Dinesh Reddy,26,1,A2
7305,4778,Muthu,32,1,A3
7306,4778,Iqbal Sheikh,51,1,A4
7307,4778,Somu Desai,56,1,A5
7308,4778,Mahesh,21,1,A6
7309,4779,Manoj,51,1,A1
7310,4779,Ajay Desai,43,1,A2
7311,4781,Shabbir,22,1,A1
7312,4782,Karthik Prasad,31,1,A1
7313,4783,Shivu Patil,64,1,A1
7314,4783,Vijay Iyer,57,1,A2
7315,4783,Arjun,38,1,A3
7316,4784,Girish Sheikh,33,1,A1
7317,4784,Ravi Urs,57,1,A2
7318,4784,Dinesh,35,1,A3
7319,4785,Arjun,23,1,A1
7320,4787,Anand,22,1,A1
7321,4788,Mahesh Rao,57,1,A1
7322,4789,Divya Rai,30,2,A1
7323,4790,Sandeep Gowda,58,1,A1
7324,4791,Deepak Patil,19,1,A1
7325,4791,Raju Sheikh,62,1,A2
7326,4792,Naveen Shetty,51,1,A1
7327,4792,Karthik Naidu,55,1,A2
7328,4792,Nirmala,32,2,A3
7329,4792,Basavaraj Sheikh,48,1,A4
7330,4793,Vijay Naik,42,1,A1
7331,4795,Nagaraj Desai,35,1,A1
7332,4796,Basavaraj Desai,31,1,A1
7333,4797,Shankar Reddy,26,1,A1
7334,4797,Manjunath Rao,35,1,A2
7335,4798,Rashmi,28,2,A1
7336,4798,Guru,47,1,A2
7337,4800,Sunil Achar,31,1,A1
7338,4801,Anitha,28,2,A1
7339,4802,Karthik Iyer,57,1,A1
7340,4803,Harish,52,1,A1
7341,4805,Karthik Kulkarni,53,1,A1
7342,4805,Anand,54,1,A2
7343,4806,Shivu Iyer,56,1,A1
7344,4806,Deepa Kulkarni,34,2,A2
7345,4808,Nasir,34,1,A1
7346,4809,Srinivas Bhat,47,1,A1
7347,4809,Harish,27,1,A2
7348,4810,Ganesh Desai,64,1,A1
7349,4811,Muthu Prasad,26,1,A1
7350,4812,Kiran,46,1,A1
