ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
1507,1429,Jyothi Bandi,38,3,1,4,2
1508,1430,Krishna Yadav,30,5,1,6,1
1509,1431,Naveen Naidu,31,7,1,3,1
1510,1432,Netravathi,18,6,1,2,3
1511,1433,Praveen,32,17,1,1,1
1512,1434,Sandeep Jain,43,1,1,5,1
1513,1435,Mahesh,35,5,1,3,1
1514,1436,Malati Kabadi,31,6,1,8,2
1515,1437,Anitha Poojari,43,11,1,1,2
1516,1438,Ajay Khan,35,5,1,5,1
1517,1439,Anitha Desai,31,4,2,1,2
1518,1440,Yusuf Khan,47,10,1,5,1
1519,1441,Lokesh Rao,20,7,1,5,1
1520,1442,Gurunath Chavan,30,6,1,1,1
1521,1443,Praveen Patil,25,12,1,6,1
1522,1444,Manjunath Naik,73,12,1,1,1
1523,1445,Nasir,35,17,1,7,1
1524,1446,Sujatha Rao,45,5,1,8,2
1525,1447,Rekha Desai,34,8,1,1,2
1526,1448,Anitha Achar,24,15,1,8,2
1527,1449,Raju Urs,48,3,1,5,1
1528,1450,Leela Sharma,31,9,1,7,2
1529,1451,Basava,43,14,1,7,1
1530,1452,Basava Menon,27,12,1,6,1
1531,1453,Vijay Shetty,51,3,1,8,1
1532,1454,Manjula Poojari,44,14,1,7,2
1533,1455,Shobha Bhat,42,7,1,4,2
1534,1456,Raju Bandi,31,11,1,3,1
1535,1457,Zeenath Rai,30,17,1,6,2
1536,1458,Ajay Gowda,25,15,1,1,1
1537,1459,Ajay Rao,45,3,1,3,1
1538,1460,Ramesh Poojari,40,8,1,8,1
1539,1461,Ayesha Achar,32,16,1,1,2
1540,1462,Raju,33,1,1,4,1
1541,1463,Sudha Desai,60,7,1,3,2
1542,1464,Javed Shetty,40,9,1,8,1
1543,1465,Sowmya Sharma,33,9,1,8,2
1544,1466,Savitri Iyer,43,13,1,3,2
1545,1466,Rajeshwari Patil,49,3,1,7,2
1546,1466,Iqbal Patil,49,6,1,6,1
1547,1467,Ramesh Reddy,18,12,1,3,1
1548,1468,Ayesha Poojari,25,3,1,1,2
1549,1469,Channabasappa Iyer,45,8,1,3,1
1550,1470,Iqbal,40,3,1,1,1
1551,1471,Sowmya Naik,39,5,1,7,2
1552,1471,Chandru Khan,30,12,1,5,1
1553,1472,Prasad,61,1,2,2,1
1554,1473,Ajay Poojari,39,14,1,8,1
1555,1474,Shanthi Naidu,36,8,2,1,2
1556,1475,Dinesh Bhat,43,8,1,8,1
1557,1476,Anitha Kumar,42,1,2,4,2
1558,1477,Sunanda Kabadi,35,5,1,4,2
1559,1478,Chandru Naik,31,1,1,1,1
1560,1479,Sowmya,47,16,4,1,2
1561,1480,Manjunath Achari,21,9,7,3,1
1562,1481,Siddappa Achar,38,7,2,1,1
1563,1482,Iqbal Nayak,57,12,1,1,1
1564,1483,Dinesh,43,8,1,1,1
1565,1484,Basava Menon,29,7,7,3,1
1566,1485,Mahesh Bhat,46,3,1,1,1
1567,1486,Uma Sharma,54,13,1,1,2
1568,1487,Ramesh Jain,52,1,1,6,1
1569,1488,Sarala Chavan,68,9,1,6,2
1570,1489,Guru Pillai,31,16,1,6,1
1571,1490,Shankar Rai,35,9,1,7,1
1572,1491,Imran Poojari,26,12,1,7,1
1573,1492,Manjunath Reddy,35,8,1,1,1
1574,1493,Shivakumar Sheikh,62,3,1,5,1
1575,1494,Manoj Gowda,46,7,1,8,1
1576,1495,Sarala,20,7,2,1,2
1577,1496,Shankar Menon,18,10,1,7,1
1578,1497,Yashoda Desai,48,8,1,2,2
1579,1498,Savitri Bandi,22,12,1,1,2
1580,1499,Rafiq Achari,39,14,5,4,1
1581,1500,Ajay Patil,35,2,1,8,1
1582,1501,Ganesh Kabadi,39,10,1,5,1
1583,1502,Krishna Gowda,36,5,1,8,1
1584,1503,Chandru Shetty,40,6,3,1,1
1585,1504,Naveen,31,4,1,8,1
1586,1504,Ayesha Poojari,50,9,1,2,2
1587,1505,Ravi Poojari,31,11,1,4,1
1588,1506,Girish Reddy,47,16,1,8,1
1589,1507,Shanthi Bhat,26,11,2,8,2
1590,1508,Farooq Pujari,55,4,2,4,1
1591,1509,Devraj Patil,38,1,1,5,1
1592,1510,Roopa,21,5,1,7,2
1593,1511,Channabasappa,38,4,2,4,1
1594,1512,Shivakumar Nayak,54,9,1,7,1
1595,1513,Yashoda Poojari,35,3,1,2,2
1596,1514,Ganesh Reddy,18,2,1,5,1
1597,1515,Rafiq Kumar,26,3,1,2,1
1598,1516,Selvam Hegde,41,4,1,3,1
1599,1517,Shivakumar Urs,52,5,1,3,1
1600,1518,Dinesh Rai,55,10,1,7,1
1601,1519,Salim Kumar,18,2,1,1,1
1602,1520,Girish Nayak,38,1,1,1,1
1603,1521,Venkatesh Patil,32,2,1,1,1
1604,1522,Rekha Chavan,23,11,1,5,2
1605,1523,Basavaraj Sheikh,66,2,1,3,1
1606,1524,Devraj Shetty,28,1,1,3,1
1607,1525,Basavaraj Naik,26,1,2,4,1
1608,1526,Ajay Khan,38,9,1,2,1
1609,1527,Selvam Gowda,32,4,1,2,1
1610,1528,Lokesh Bandi,47,5,1,1,1
1611,1529,Pushpa Naik,37,11,1,5,2
1612,1530,Lokesh Naik,27,15,2,1,1
1613,1531,Anwar Reddy,18,11,1,3,1
1614,1532,Shanthi Poojari,38,13,1,8,2
1615,1533,Ganesh Pujari,39,4,1,3,1
1616,1534,Meena,38,3,1,3,2
1617,1535,Venkatesh Poojari,41,4,1,8,1
1618,1536,Pushpa Chavan,18,12,1,1,2
1619,1537,Ganesh,35,14,1,2,1
1620,1538,Prasad Kumar,24,3,1,3,1
1621,1539,Rafiq Achar,34,1,1,2,1
1622,1540,Altaf,36,4,2,2,1
1623,1541,Lokesh,18,8,1,7,1
1624,1542,Manjula Pujari,28,5,2,4,2
1625,1543,Padma Nayak,36,3,1,4,2
1626,1544,Shankar Shetty,26,10,1,8,1
1627,1545,Guru Urs,29,7,1,7,1
1628,1546,Netravathi Nayak,27,7,2,1,2
1629,1547,Somu Patil,48,2,1,1,1
1630,1548,Praveen Naidu,44,12,1,7,1
1631,1549,Girish Patil,18,3,1,3,1
1632,1550,Harish Kumar,34,13,2,1,1
1633,1551,Malati Shetty,40,17,1,3,2
1634,1552,Naveen Reddy,41,1,1,1,1
1635,1553,Sarala,32,16,1,1,2
1636,1554,Girish Iyer,39,9,2,5,1
1637,1555,Sudha Urs,56,14,1,4,2
1638,1556,Renuka Yadav,41,7,1,1,2
1639,1557,Shanthi Desai,54,11,2,3,2
1640,1558,Yusuf,47,4,1,7,1
1641,1559,Ganesh Naik,51,16,1,4,1
1642,1560,Girija Bhat,22,10,1,5,2
1643,1561,Iqbal Naidu,53,6,1,8,1
1644,1562,Ramesh,42,12,1,8,1
1645,1563,Anwar Jain,28,3,1,6,1
1646,1564,Guru Pujari,18,8,1,3,1
1647,1565,Siddappa Urs,34,7,1,4,1
1648,1566,Anthony Yadav,33,5,1,8,1
1649,1567,Anitha,44,3,1,4,2
1650,1568,Puttaraju Iyer,41,2,1,1,1
1651,1569,Farida,57,2,1,5,2
1652,1570,Mary Sheikh,45,14,1,1,2
1653,1571,Naveen Bhat,27,13,1,1,1
1654,1572,Sarala Desai,26,8,1,7,2
1655,1573,Farooq Iyer,49,14,1,1,1
1656,1574,Farida Kabadi,42,14,1,1,2
1657,1575,Ayesha Bandi,32,7,1,1,2
1658,1576,Praveen,31,15,1,5,1
1659,1577,Rafiq Khan,25,9,2,7,1
1660,1578,Gurunath Menon,57,9,1,6,1
1661,1579,Mary Desai,26,7,1,1,2
1662,1580,Manjula Sheikh,18,4,2,8,2
1663,1581,Shivu Nayak,25,4,1,5,1
1664,1582,Mary Menon,36,4,1,3,2
1665,1583,Rafiq Naidu,52,4,1,5,1
1666,1584,Lokesh Urs,50,4,1,2,1
1667,1585,Ajay Desai,37,13,6,1,1
1668,1586,Vanaja Bhat,69,8,1,4,2
1669,1587,Halappa Shetty,26,5,1,1,1
1670,1588,Divya,30,1,1,4,2
1671,1589,Javed Reddy,55,1,1,8,1
1672,1590,Ramesh Pujari,42,9,1,8,1
1673,1591,Nasir Nayak,38,17,1,4,1
1674,1592,Sandeep Gowda,30,13,1,2,1
1675,1593,Dinesh Naidu,46,1,1,3,1
1676,1594,Zeenath Kulkarni,33,14,1,3,2
1677,1595,Renuka Achar,28,14,1,7,2
1678,1596,Chandru Patil,35,14,1,3,1
1679,1597,Basava Naidu,39,4,1,2,1
1680,1598,Ravi Achar,30,11,1,5,1
1681,1599,Geetha Urs,36,6,1,3,2
1682,1600,Altaf Gowda,39,7,1,7,1
1683,1601,Selvam Patil,24,2,2,1,1
1684,1602,Manjunath Gowda,53,6,1,7,1
1685,1603,Rekha Naidu,29,2,1,5,2
1686,1604,Kavya Shetty,36,16,2,2,2
1687,1605,Imran,39,12,1,7,1
1688,1606,Anwar Khan,28,3,1,3,1
1689,1607,Nasir Sharma,44,1,1,1,1
1690,1608,Leela Hegde,40,4,1,1,2
1691,1609,Sudha,37,6,1,6,2
1692,1610,Krishna Hegde,38,17,3,3,1
1693,1611,Farida Rao,44,14,1,1,2
1694,1612,Vidya,35,15,1,2,3
1695,1613,Gurunath,22,2,2,7,1
1696,1614,Vidya Kumar,44,1,1,3,2
1697,1615,Rafiq Reddy,25,1,3,7,1
1698,1616,Nagaraj Khan,40,5,1,3,1
1699,1617,Devraj Rai,60,7,1,1,1
1700,1618,Naveen Menon,28,8,1,4,1
1701,1619,Iqbal Achari,29,4,1,7,1
1702,1620,Vanaja Rao,30,1,1,6,2
1703,1621,Ajay Patil,28,12,1,1,1
1704,1622,Dinesh Patil,54,3,1,1,1
1705,1623,Selvam Kabadi,47,8,7,1,1
1706,1624,Basavaraj Shetty,29,12,1,8,1
1707,1624,Shankar Desai,27,5,1,3,1
1708,1625,Leela Sharma,18,15,1,5,2
1709,1626,Shankar Naik,28,9,2,2,1
1710,1627,Suresh Poojari,36,7,1,3,1
1711,1628,Anthony,43,12,2,2,1
1712,1629,Rajeshwari Iyer,44,12,1,3,2
1713,1630,Yusuf Yadav,47,15,1,7,1
1714,1631,Nasir Urs,42,2,1,7,1
1715,1632,Sunanda Iyer,43,9,1,1,2
1716,1633,Manjunath,30,1,1,1,1
1717,1634,Sowmya Achar,34,4,2,6,2
1718,1635,Leela,38,3,1,1,2
1719,1636,Basavaraj Kabadi,56,15,2,4,1
1720,1636,Manoj Rao,28,1,1,1,1
1721,1636,Anthony Bandi,36,9,1,1,1
1722,1637,Shanthi Urs,32,17,1,5,2
1723,1638,Ramesh Jain,34,4,1,1,1
1724,1639,Vishal Hegde,47,2,1,2,1
1725,1640,Ramesh Iyer,18,10,1,6,1
1726,1641,Shanthi Urs,52,3,1,1,2
1727,1642,Nandini Kabadi,20,5,1,3,2
1728,1643,Imran Nayak,38,17,1,7,1
1729,1644,Lakshmi Iyer,58,4,1,1,2
1730,1645,Altaf Pillai,51,3,1,1,1
1731,1646,Dinesh Achar,54,17,1,1,1
1732,1647,Malati Patil,50,15,7,5,2
1733,1648,Salim Hegde,53,4,7,3,1
1734,1649,Rakesh Achari,34,1,2,3,1
1735,1650,Leela Nayak,42,4,2,7,2
1736,1651,Sunanda Gowda,30,1,1,2,2
1737,1652,Ganesh Desai,41,13,1,3,1
1738,1653,Netravathi Bandi,28,9,1,8,2
1739,1654,Manjula Jain,41,8,1,4,2
1740,1655,Pallavi Sheikh,73,16,1,1,2
1741,1656,Puttaraju Gowda,18,3,1,1,1
1742,1657,Mallikarjun Chavan,51,1,6,7,1
1743,1658,Ramesh,40,4,1,7,1
1744,1659,Channabasappa Rao,18,2,1,2,1
1745,1660,Kamala Achari,48,12,2,5,2
1746,1661,Sarala Nayak,64,3,2,4,2
1747,1661,Gurunath Achar,31,12,1,4,1
1748,1662,Selvam Shetty,48,12,1,1,1
1749,1663,Puttaraju Bandi,18,5,1,1,1
1750,1663,Iqbal Naik,38,5,6,8,1
1751,1664,Ganesh Jain,31,2,1,7,1
1752,1665,Praveen Pillai,39,12,1,7,1
1753,1666,Jyothi Kabadi,34,2,3,6,2
1754,1667,Girija Gowda,39,5,1,1,2
1755,1667,Prasad Pillai,37,17,1,6,1
1756,1667,Sujatha Jain,40,2,1,8,2
1757,1668,Vishal Reddy,33,1,1,7,1
1758,1669,Pallavi Bhat,35,16,2,4,2
1759,1670,Meena Bandi,47,14,1,3,2
1760,1671,Naveen Naik,33,1,2,1,1
1761,1672,Naveen Naik,61,4,1,1,1
1762,1673,Meena Achar,28,7,1,1,2
1763,1674,Malati Iyer,52,4,1,7,2
1764,1675,Nagaraj Pujari,38,10,1,4,1
1765,1676,Rakesh Naik,35,14,1,3,1
1766,1677,Vishal Reddy,46,12,1,4,1
1767,1678,Puttaraju Menon,79,12,1,6,1
1768,1679,Vishal Chavan,48,3,1,6,1
1769,1680,Iqbal Pillai,34,5,5,3,1
1770,1681,Puttaraju Chavan,33,2,1,1,1
1771,1682,Jyothi Gowda,29,6,1,7,2
1772,1683,Sujatha Iyer,41,2,1,2,2
1773,1684,Shanthi Rao,50,4,1,1,2
1774,1685,Girija Shetty,43,3,2,1,2
1775,1686,Farooq Bhat,18,2,1,4,1
1776,1687,Puttaraju Poojari,36,12,1,4,1
1777,1688,Manoj Sheikh,38,8,1,7,1
1778,1689,Chandru Achar,20,2,1,7,1
1779,1690,Suresh,40,4,1,2,1
1780,1691,Harish Kabadi,43,17,1,3,1
1781,1692,Ramesh Jain,31,4,1,2,1
1782,1693,Prasad,49,15,1,7,1
1783,1693,Venkatesh Pillai,54,17,1,1,1
1784,1694,Naveen,45,1,1,1,1
1785,1695,Iqbal Desai,33,2,1,7,1
1786,1696,Gurunath Shetty,45,11,1,5,1
1787,1697,Chandru Reddy,45,2,1,2,1
1788,1698,Basava Urs,18,12,1,1,1
1789,1699,Leela,36,3,1,6,2
1790,1700,Guru Rai,45,10,1,1,1
1791,1701,Pushpa Bandi,45,11,1,1,2
1792,1702,Ganesh Rai,31,7,1,7,1
1793,1703,Pushpa,26,11,1,6,2
1794,1704,Sujatha Khan,44,9,4,5,2
1795,1705,Ravi Naik,40,3,2,3,1
1796,1706,Salim Kabadi,50,1,1,3,1
1797,1707,Sunanda,29,3,1,8,2
1798,1708,Lokesh Pillai,18,13,1,1,1
1799,1709,Jyothi Rao,47,1,1,1,2
1800,1710,Anthony Kumar,26,13,1,4,1
1801,1711,Farooq Desai,21,1,1,4,1
1802,1712,Vijay Jain,36,5,1,1,1
1803,1713,Geetha Pillai,48,12,1,5,2
1804,1714,Naveen Sharma,40,7,1,7,1
1805,1715,Salim Urs,31,13,1,2,1
1806,1716,Mallikarjun Pujari,54,10,1,2,1
1807,1717,Sowmya Bandi,33,1,1,1,2
1808,1718,Ravi,54,10,2,3,1
1809,1719,Salim Rao,44,2,1,7,1
1810,1720,Savitri Urs,47,4,1,4,3
1811,1721,Basavaraj Rai,30,9,1,4,1
1812,1722,Renuka Jain,42,16,1,1,3
1813,1723,Vishal Gowda,41,8,1,1,1
1814,1724,Lokesh Shetty,32,7,3,4,1
1815,1725,Sujatha Patil,37,1,1,5,2
1816,1726,Sandeep Yadav,44,12,1,1,1
1817,1727,Imran Pillai,35,3,1,7,1
1818,1728,Girija Chavan,23,5,1,7,2
1819,1729,Sudha Achari,40,5,1,2,2
1820,1730,Geetha Shetty,55,5,1,2,2
1821,1730,Sandeep Rao,18,12,1,3,1
1822,1731,Anwar Gowda,37,4,5,4,1
1823,1732,Basava Poojari,36,14,1,8,1
1824,1733,Kamala Rao,34,4,1,6,2
1825,1734,Ajay Desai,51,7,1,7,1
1826,1735,Selvam Desai,47,9,1,1,1
1827,1736,Farooq,35,1,1,7,1
1828,1737,Shivakumar Kulkarni,39,6,1,3,1
1829,1738,Chaitra,46,18,1,1,2
1830,1739,Guru Rao,58,16,1,3,1
1831,1740,Nandini Kabadi,44,12,1,1,2
1832,1741,Girish Urs,37,2,1,2,1
1833,1742,Siddappa Naik,34,3,1,4,1
1834,1743,Gurunath Reddy,52,3,1,8,1
1835,1744,Prasad Gowda,31,2,3,6,1
1836,1745,Siddappa Pillai,48,1,1,1,1
1837,1746,Krishna Achari,37,2,1,3,1
1838,1747,Shobha Rai,23,7,1,3,2
1839,1748,Gurunath,45,4,1,1,1
1840,1749,Suresh Kabadi,48,6,1,3,1
1841,1750,Chandru Bhat,33,3,1,2,1
1842,1751,Ramesh Bhat,32,1,1,3,1
1843,1752,Yusuf Khan,18,2,1,2,1
1844,1753,Divya,30,5,1,1,2
1845,1754,Sandeep Desai,41,3,1,8,1
1846,1755,Vijay Pujari,28,11,1,5,1
1847,1755,Leela Jain,39,8,1,5,2
1848,1756,Bhagya,28,7,1,7,2
1849,1757,Leela Nayak,28,12,2,4,2
1850,1758,Kavya Kulkarni,34,3,1,7,2
1851,1759,Halappa Bhat,41,9,1,4,1
1852,1760,Bhagya Sharma,37,1,1,7,2
1853,1761,Rekha Sheikh,29,15,1,7,2
1854,1762,Padma Kabadi,53,13,1,1,2
1855,1763,Puttaraju,49,9,1,4,1
1856,1764,Rakesh Bhat,52,10,1,2,1
1857,1765,Raju Chavan,58,1,1,3,1
1858,1766,Sowmya Achari,47,7,1,8,2
1859,1767,Selvam Patil,29,13,1,4,1
1860,1768,Nasir Naidu,35,7,1,1,1
1861,1769,Krishna Patil,41,13,1,4,1
1862,1770,Renuka Kabadi,39,14,1,1,2
1863,1771,Altaf,34,12,1,3,1
1864,1772,Selvam Hegde,34,10,1,1,1
1865,1773,Roopa,25,4,1,6,2
1866,1774,Krishna Iyer,38,10,1,3,1
1867,1775,Chandru Kabadi,26,1,1,6,1
1868,1776,Nandini,39,16,1,2,2
1869,1777,Rafiq Khan,56,5,2,1,1
1870,1777,Farida,58,8,1,1,2
1871,1778,Lakshmi Desai,37,2,1,2,2
1872,1779,Mary Bhat,37,8,1,1,2
1873,1780,Puttaraju Poojari,37,17,2,3,1
1874,1781,Devraj,41,13,1,2,1
1875,1782,Shankar Kulkarni,26,16,2,7,1
1876,1783,Anwar,46,13,1,7,1
1877,1784,Anwar,43,17,1,4,1
1878,1785,Salim Hegde,51,4,1,7,1
1879,1786,Vishal Naidu,18,5,1,4,1
1880,1787,Vanaja Naik,27,8,1,3,2
1881,1788,Yusuf Patil,47,15,1,7,1
1882,1789,Gurunath,27,7,1,7,1
1883,1790,Shivakumar Desai,56,10,1,3,1
1884,1791,Nandini Kumar,37,12,1,7,2
1885,1791,Sandeep Naik,27,9,1,5,1
1886,1792,Halappa Bhat,45,4,1,1,1
1887,1793,Sudha Achari,53,12,1,4,2
1888,1794,Basava Poojari,41,10,1,5,1
1889,1794,Renuka Chavan,42,5,1,4,2
1890,1795,Sudha Hegde,40,2,2,2,2
1891,1795,Iqbal Reddy,18,3,3,3,1
1892,1796,Dinesh,30,9,5,4,1
1893,1797,Ajay Naik,50,11,1,7,1
1894,1798,Chandru Rai,30,12,1,6,1
1895,1799,Netravathi Urs,47,1,2,3,2
1896,1800,Dinesh Hegde,41,8,1,1,1
1897,1800,Mallikarjun Pillai,31,4,3,3,1
1898,1801,Mahesh Pujari,47,4,1,5,1
1899,1802,Sandeep Achari,19,14,1,8,1
1900,1803,Radha Gowda,53,1,1,3,2
1901,1804,Yusuf Nayak,18,3,3,2,1
1902,1805,Ravi Urs,58,2,2,8,1
1903,1806,Savitri Chavan,28,5,2,3,2
1904,1807,Manjula Sheikh,38,1,1,5,2
1905,1808,Leela,51,9,1,1,2
1906,1809,Ramesh Rai,18,1,1,3,1
1907,1810,Naveen Nayak,40,3,1,1,1
1908,1811,Sujatha,46,13,1,2,2
1909,1812,Ajay Chavan,41,12,1,7,1
1910,1813,Siddappa Kulkarni,28,11,1,4,1
1911,1814,Shanthi,32,7,1,7,2
1912,1815,Radha Khan,44,13,1,1,2
1913,1816,Malati Bandi,25,4,1,4,2
1914,1817,Javed Gowda,42,7,1,5,1
1915,1818,Uma Kabadi,32,2,3,8,2
1916,1818,Nasreen Achar,33,2,2,7,2
1917,1819,Savitri Naik,32,17,1,7,2
1918,1820,Uma Desai,31,3,1,4,2
1919,1821,Nasreen Naidu,33,4,1,5,2
1920,1822,Imran Shetty,29,17,1,8,1
1921,1823,Zeenath Poojari,33,1,1,4,2
1922,1824,Girish Desai,32,7,1,1,1
1923,1825,Mary Desai,49,14,1,5,2
1924,1826,Javed,49,2,1,2,1
1925,1827,Bhagya Bhat,44,7,1,3,2
1926,1828,Shanthi Gowda,49,12,1,5,2
1927,1829,Sandeep Nayak,41,13,2,7,1
1928,1830,Jyothi Patil,42,1,2,6,2
1929,1831,Kavya,34,12,1,8,2
1930,1831,Kavya Khan,30,1,1,1,2
1931,1832,Pushpa Sharma,40,6,1,7,2
1932,1832,Shivu Bhat,42,2,2,3,1
1933,1833,Leela Bhat,42,4,1,4,2
1934,1834,Vanaja Achari,52,5,1,1,2
1935,1835,Leela Bandi,18,2,2,5,2
1936,1836,Ganesh Naidu,38,6,1,3,1
1937,1837,Gurunath Shetty,36,11,2,1,1
1938,1838,Sujatha Kumar,29,1,1,8,2
1939,1839,Salim Jain,45,1,1,7,1
1940,1840,Bhagya Rao,40,14,1,6,2
1941,1841,Savitri Urs,44,5,1,7,2
1942,1842,Sudha Gowda,53,17,1,3,3
1943,1843,Sandeep Hegde,58,3,1,6,1
1944,1844,Geetha Chavan,47,8,1,6,2
1945,1845,Nasir,41,14,1,1,1
1946,1846,Leela Shetty,47,1,1,4,2
1947,1847,Krishna,42,3,1,6,1
1948,1848,Rafiq Kumar,43,1,1,7,1
1949,1849,Krishna,41,9,1,1,1
1950,1850,Sujatha Khan,36,4,2,7,2
1951,1851,Selvam Nayak,38,3,1,6,1
1952,1852,Ajay Poojari,39,3,1,1,1
1953,1853,Siddappa Nayak,48,4,1,5,1
1954,1854,Rakesh Jain,25,5,4,6,1
1955,1855,Javed Achar,40,10,1,1,1
1956,1856,Nasir Sheikh,30,17,1,2,1
1957,1857,Shivakumar Patil,28,3,1,8,1
1958,1858,Geetha Shetty,63,16,1,3,2
1959,1859,Chandru Naidu,34,11,4,3,1
1960,1860,Farooq Jain,35,4,1,8,1
1961,1861,Vijay Yadav,36,11,2,1,1
1962,1862,Girish Patil,36,17,1,7,1
1963,1863,Shivu Urs,21,18,1,3,1
1964,1864,Yusuf Kumar,44,14,1,3,1
1965,1865,Channabasappa,39,3,1,6,1
1966,1866,Iqbal Bandi,31,16,1,3,1
1967,1867,Naveen Yadav,34,9,2,1,1
1968,1868,Manjunath Rai,42,5,1,1,1
1969,1869,Nagaraj Poojari,28,4,1,7,1
1970,1870,Geetha,49,6,1,7,2
1971,1871,Imran Gowda,29,8,1,8,1
1972,1872,Yashoda Kabadi,38,13,3,8,2
1973,1873,Nasreen Desai,35,4,1,7,2
1974,1874,Altaf Iyer,41,2,4,5,1
1975,1875,Vishal,22,2,1,1,1
1976,1876,Mallikarjun Bhat,28,1,1,7,1
1977,1877,Roopa Nayak,38,1,1,1,2
1978,1878,Rakesh Kabadi,79,9,1,8,1
1979,1879,Chandru Chavan,50,6,1,3,1
1980,1880,Meena Patil,43,17,1,4,2
1981,1881,Sandeep Sheikh,47,6,1,6,1
1982,1882,Manoj Khan,20,2,1,7,1
1983,1883,Nandini Iyer,55,2,1,1,2
1984,1884,Lakshmi,18,5,2,6,2
1985,1885,Netravathi Jain,63,16,1,2,2
1986,1886,Leela Rao,26,14,1,3,2
1987,1887,Iqbal Pillai,45,9,1,6,1
1988,1888,Sarala Khan,25,5,1,4,2
1989,1889,Mahesh Pillai,52,6,1,3,1
1990,1890,Nasir Rai,31,6,1,6,1
1991,1891,Selvam Desai,34,12,1,8,1
1992,1892,Rakesh Naidu,49,9,1,8,1
1993,1893,Farida Yadav,50,9,1,5,2
1994,1894,Manjunath Iyer,32,2,1,4,1
1995,1895,Chandru Sharma,43,3,1,3,1
1996,1896,Puttaraju Patil,23,3,1,7,1
1997,1897,Manjula Patil,31,4,1,1,2
1998,1898,Prasad Kumar,44,8,1,1,1
1999,1899,Gurunath Chavan,25,2,1,4,1
2000,1899,Rekha Patil,46,7,1,5,2
2001,1900,Anthony Kumar,58,6,1,3,1
2002,1901,Shivu,36,18,1,7,1
2003,1902,Puttaraju Pujari,33,13,1,3,1
2004,1902,Yusuf Sharma,32,1,1,2,1
2005,1903,Devraj,26,1,1,8,1
2006,1904,Ajay Pujari,57,2,1,1,1
2007,1905,Nasir Iyer,34,12,1,8,1
2008,1906,Mary Pujari,40,7,1,5,2
2009,1907,Chaitra Hegde,41,4,1,3,2
2010,1908,Farooq Pujari,32,3,1,3,1
2011,1909,Puttaraju Achari,54,8,1,4,1
2012,1910,Sandeep Sharma,28,14,1,5,1
2013,1911,Divya,23,10,1,6,2
2014,1911,Girish Khan,25,5,1,3,1
2015,1912,Shankar Sheikh,45,12,1,1,1
2016,1913,Imran Kulkarni,25,7,1,3,1
2017,1914,Nagaraj,29,13,1,8,1
2018,1915,Raju Yadav,25,14,1,7,1
2019,1916,Chandru Nayak,40,1,1,2,1
2020,1917,Gurunath Bhat,28,15,1,7,1
2021,1918,Farooq Rao,38,2,2,3,1
2022,1919,Mary Naidu,35,12,1,2,2
2023,1920,Yashoda Sheikh,39,16,1,7,2
2024,1921,Anwar Achari,37,6,4,4,1
2025,1922,Guru Pujari,40,1,1,8,1
2026,1923,Malati Gowda,39,7,1,3,2
2027,1924,Rajeshwari,23,5,1,8,2
2028,1925,Kavya Sharma,40,16,1,7,2
2029,1926,Zeenath Menon,30,3,2,1,2
2030,1927,Divya Gowda,43,3,1,4,2
2031,1928,Rakesh Jain,38,8,5,5,1
2032,1929,Devraj Kumar,34,2,1,7,1
2033,1930,Savitri Gowda,55,6,1,3,2
2034,1931,Ajay Jain,43,14,1,8,1
2035,1932,Zeenath Bhat,23,17,1,5,2
2036,1933,Iqbal Patil,25,12,1,2,1
2037,1934,Vanaja Reddy,48,5,1,1,2
2038,1935,Rajeshwari,26,14,1,3,2
2039,1936,Suresh Reddy,54,12,1,6,1
2040,1937,Dinesh Nayak,41,14,2,1,1
2041,1938,Netravathi Rao,60,6,1,4,2
2042,1939,Anwar Gowda,48,15,3,2,1
2043,1940,Pushpa Sharma,35,9,1,6,2
2044,1941,Shankar Khan,41,13,1,2,1
2045,1942,Rafiq Rao,25,12,1,4,1
2046,1943,Devraj Sharma,18,14,1,1,1
2047,1944,Rakesh Kabadi,28,6,1,3,1
2048,1944,Manjunath Pujari,39,7,4,6,1
2049,1945,Somu Chavan,39,7,1,7,1
2050,1946,Lokesh Shetty,50,1,2,1,1
2051,1947,Anwar Rao,54,8,1,1,1
2052,1948,Anwar Sharma,29,1,1,4,1
2053,1949,Basavaraj Rao,46,14,2,6,1
2054,1950,Praveen,24,4,1,7,1
2055,1951,Jyothi Poojari,53,10,1,4,2
2056,1952,Venkatesh Bandi,30,14,1,1,1
2057,1953,Sunanda Yadav,38,3,1,1,2
2058,1954,Anwar,34,13,1,3,1
2059,1955,Prasad Sharma,33,17,1,3,1
2060,1956,Lokesh Urs,26,4,1,1,1
2061,1957,Rekha Achar,43,2,1,8,3
2062,1958,Shanthi,23,9,1,4,2
2063,1959,Selvam Kumar,24,8,1,3,1
2064,1960,Farooq Bhat,51,8,2,4,1
2065,1961,Vanaja Desai,30,9,1,3,3
2066,1962,Raju,46,9,1,8,1
2067,1963,Kamala Chavan,22,14,1,2,2
2068,1964,Leela Kumar,35,16,1,3,2
2069,1965,Anitha Hegde,36,12,1,3,2
2070,1966,Mallikarjun Kabadi,43,10,1,1,1
2071,1967,Guru Naidu,46,7,1,1,1
2072,1968,Nandini Urs,51,4,1,7,2
2073,1969,Chandru Rai,29,2,2,1,1
2074,1970,Ganesh Achar,56,16,1,5,1
